CNN,STREET,ST_TYPE,STREET_GC,FROM_ST,TO_ST,SPEEDLIMIT,SCHOOLZONE,SCHOOLZONE_LIMIT,MTAB_DATE,MTAB_MOTION,MTAB_RESO_TEXT,STATUS,WORKORDER,shape
4213000,CLIPPER,ST,,SANCHEZ ST,NOE ST,25,,,,,,,,"LINESTRING (-122.4294095492926 37.74915291164579, -122.43162636597651 37.74902327281816)"
4214000,CLIPPER,ST,,NOE ST,CASTRO ST,25,,,,,,,,"LINESTRING (-122.43162636597651 37.74902327281816, -122.43383788866149 37.74889103099032)"
19799000,CLOUD,CIR,,MARSTON AVE,CLOUD,0,,,,,,,,"LINESTRING (-122.44986594284215 37.726621034992434, -122.45017540977925 37.72676579700304, -122.45036570674417 37.726823312012144, -122.45053700471647 37.726841889023085, -122.45160671855726 37.726838448101304, -122.45179533352983 37.7268317551156, -122.45205873649844 37.726763155140425)"
19798000,CLOUD,CIR,,H LOT,MARSTON AVE,0,,,,,,,,"LINESTRING (-122.45186988578376 37.724535883310104, -122.45064734996595 37.724538289220874, -122.45037365900465 37.72455709619935, -122.45011494503453 37.72463275117432, -122.44984115605392 37.72481928413899, -122.44964206204982 37.725111638100415, -122.44949894002848 37.72548157805951, -122.44951578397162 37.72595235902195, -122.44972077288949 37.72639861600016, -122.44986594284215 37.726621034992434)"
19797000,CLOUD,CIR,,START: 1-50 BLOCK,H LOT,0,,,,,,,,"LINESTRING (-122.45233059874809 37.72424994736718, -122.45216556776371 37.72432757234879, -122.45186988578376 37.724535883310104)"
19800000,CLOUD,,,CLOUD CIR,END: 0-0 BLOCK,0,,,,,,,,"LINESTRING (-122.45205873649844 37.726763155140425, -122.45235650045747 37.726733214164604)"
4222000,CLOVER,LN,,THORP LN,19TH ST,0,,,,,,,,"LINESTRING (-122.44102730837842 37.75934269865441, -122.44100181341315 37.75907586667452, -122.44102082541858 37.75900460768175)"
4223000,CLOVER,LN,,19TH ST,END: 100-199 BLOCK,0,,,,,,,,"LINESTRING (-122.44102082541858 37.75900460768175, -122.44094525751945 37.75823061273995)"
4221000,CLOVER,LN,,CASELLI AVE,THORP LN,0,,,,,,,,"LINESTRING (-122.44106018833371 37.759686802628494, -122.44102730837842 37.75934269865441)"
4224000,CLOVER,ST,,18TH ST,CASELLI AVE,0,,,,,,,,"LINESTRING (-122.44155091716814 37.76048366959878, -122.4414778112744 37.75966015666118)"
4225000,CLYDE,ST,,LUSK ST,TOWNSEND ST,0,,,,,,,,"LINESTRING (-122.39427614410751 37.77882806563681, -122.39352336328996 37.77822545363148)"
19066000,COCHRANE,ST,,SPEAR AVE,MANSEAU ST,0,,,,,,,,"LINESTRING (-122.36722323831795 37.72554598806264, -122.36576796498558 37.721647418279105)"
4226000,CODMAN,PL,,CLAY ST,WASHINGTON ST,0,,,,,,,,"LINESTRING (-122.40988749703625 37.79380121854416, -122.41005985590785 37.794685107484014)"
4227000,COHEN,PL,,START: 1-99 BLOCK,ELLIS ST,0,,,,,,,,"LINESTRING (-122.41467233644174 37.7841426126889, -122.4147652573739 37.784608003657404)"
4230000,COLBY,ST,,SILLIMAN ST,FELTON ST,0,,,,,,,,"LINESTRING (-122.41395751494055 37.72891017518816, -122.41346188915315 37.72770963725111)"
4229000,COLBY,ST,,SILVER AVE,SILLIMAN ST,0,,,,,,,,"LINESTRING (-122.41421216583123 37.72952698715581, -122.41395751494055 37.72891017518816)"
4232000,COLBY,ST,,START: 700-799 BLOCK,OLMSTEAD ST,0,,,,,,,,"LINESTRING (-122.41076569530495 37.72122190359005, -122.41047241743127 37.72050669262774)"
4228000,COLBY,ST,,SWEENY ST,SILVER AVE,0,,,,,,,,"LINESTRING (-122.41502057355011 37.7309155231002, -122.41454512979458 37.72941368818944)"
4231000,COLBY,ST,,WOOLSEY ST,DWIGHT ST,0,,,,,,,,"LINESTRING (-122.41147177900454 37.72291049750208, -122.4109765832171 37.72170996556511)"
4233000,COLBY,ST,,OLMSTEAD ST,MANSELL ST,0,,,,,,,,"LINESTRING (-122.41047241743127 37.72050669262774, -122.40998853863974 37.719326628689906)"
4243000,COLE,ST,,CARL ST,PARNASSUS AVE,0,,,,,,,,"LINESTRING (-122.44994491329989 37.765795087774485, -122.44975649543615 37.764861511837516)"
4236000,COLE,ST,,HAYES ST,FELL ST,0,,,,,,,,"LINESTRING (-122.45096053427741 37.77331070323072, -122.45077348841521 37.772362722294986)"
4242000,COLE,ST,,FREDERICK ST,CARL ST,0,,,,,,,,"LINESTRING (-122.45013242116427 37.76672413371178, -122.44994491329989 37.765795087774485)"
4246000,COLE,ST,,ALMA ST,RIVOLI ST,0,,,,,,,,"LINESTRING (-122.44942010867942 37.763194721950036, -122.44928280577867 37.76251436299598)"
4238000,COLE,ST,,PAGE ST,HAIGHT ST,0,,,,,,,,"LINESTRING (-122.45039428668599 37.77051437641928, -122.45020375682223 37.769584003481846)"
4235000,COLE,ST,,GROVE ST,HAYES ST,0,,,,,,,,"LINESTRING (-122.45115007914093 37.77424379316786, -122.45096053427741 37.77331070323072)"
4240000,COLE,ST,,WALLER ST,BEULAH ST,0,,,,,,,,"LINESTRING (-122.45050857589216 37.768587786586, -122.45032130102766 37.76765993964859)"
4241000,COLE,ST,,BEULAH ST,FREDERICK ST,0,,,,,,,,"LINESTRING (-122.45032130102766 37.76765993964859, -122.45013242116427 37.76672413371178)"
4247000,COLE,ST,,RIVOLI ST,17TH ST,0,,,,,,,,"LINESTRING (-122.44928280577867 37.76251436299598, -122.4491069969058 37.761643185054794)"
4245000,COLE,ST,,GRATTAN ST,ALMA ST,0,,,,,,,,"LINESTRING (-122.44958699155875 37.764021637894224, -122.44942010867942 37.763194721950036)"
4244000,COLE,ST,,PARNASSUS AVE,GRATTAN ST,0,,,,,,,,"LINESTRING (-122.44975649543615 37.764861511837516, -122.44958699155875 37.764021637894224)"
4249000,COLE,ST,,CARMEL ST,END: 1500-1599 BLOCK,0,,,,,,,,"LINESTRING (-122.44894621702207 37.760846463108564, -122.44880295812563 37.760136550156524)"
4239000,COLE,ST,,HAIGHT ST,WALLER ST,0,,,,,,,,"LINESTRING (-122.4506969597559 37.76952110252298, -122.45050857589216 37.768587786586)"
4234000,COLE,ST,,FULTON ST,GROVE ST,0,,,,,,,,"LINESTRING (-122.45134443400454 37.77517018010589, -122.45115007914093 37.77424379316786)"
4237000,COLE,ST,,OAK ST,PAGE ST,0,,,,,,,,"LINESTRING (-122.4505869605482 37.77145520135598, -122.45039428668599 37.77051437641928)"
4248000,COLE,ST,,17TH ST,CARMEL ST,0,,,,,,,,"LINESTRING (-122.4491069969058 37.761643185054794, -122.44894621702207 37.760846463108564)"
4250000,COLEMAN,ST,,START: 0-0 BLOCK,OLNEY AVE,0,,,,,,,,"LINESTRING (-122.38463322156257 37.709510130655495, -122.38512309455218 37.708964396736235)"
19067000,COLEMAN,ST,,INNES AVE,INNES AVE,0,,,,,,,,"LINESTRING (-122.36770783891859 37.72837765086386, -122.36827296290625 37.72775167895674)"
4251000,COLEMAN,ST,,OLNEY AVE,END: 0-0 BLOCK,0,,,,,,,,"LINESTRING (-122.38512309455218 37.708964396736235, -122.38558756454228 37.70844801681273)"
19068000,COLEMAN,ST,,INNES AVE,JERROLD AVE,0,,,,,,,,"LINESTRING (-122.36827296290625 37.72775167895674, -122.36878965889503 37.727179338041665, -122.36882315889198 37.72716197204554, -122.36888636988265 37.72716084805025)"
4254000,COLERIDGE,ST,,FAIR AVE,ESMERALDA AVE,0,,,,,,,,"LINESTRING (-122.41877157334528 37.74514582420026, -122.41947928236559 37.74405535334176)"
4256000,COLERIDGE,ST,,VIRGINIA AVE,GODEUS ST,0,,,,,,,,"LINESTRING (-122.42037348439167 37.74267377352083, -122.42056273139886 37.7423672165599)"
4260000,COLERIDGE,ST,,KINGSTON ST,CORTLAND AVE,0,,,,,,,,"LINESTRING (-122.42125092541836 37.74130878069723, -122.4217284684318 37.7405757917925)"
4252000,COLERIDGE,ST,,COSO AVE,POWERS AVE,0,,,,,,,,"LINESTRING (-122.4181461593315 37.74607307107825, -122.41838874133494 37.74572986312422)"
4258000,COLERIDGE,ST,,HEYMAN ST,EUGENIA AVE,0,,,,,,,,"LINESTRING (-122.4206794134024 37.74218598358331, -122.42096660841044 37.741745177640595)"
4257000,COLERIDGE,ST,,GODEUS ST,HEYMAN ST,0,,,,,,,,"LINESTRING (-122.42056273139886 37.7423672165599, -122.4206794134024 37.74218598358331)"
4259000,COLERIDGE,ST,,EUGENIA AVE,KINGSTON ST,0,,,,,,,,"LINESTRING (-122.42096660841044 37.741745177640595, -122.42125092541836 37.74130878069723)"
4255000,COLERIDGE,ST,,ESMERALDA AVE,VIRGINIA AVE,0,,,,,,,,"LINESTRING (-122.41947928236559 37.74405535334176, -122.42037348439167 37.74267377352083)"
4253000,COLERIDGE,ST,,POWERS AVE,FAIR AVE,0,,,,,,,,"LINESTRING (-122.41838874133494 37.74572986312422, -122.41877157334528 37.74514582420026)"
4261000,COLIN,PL,,START: 1-99 BLOCK,JONES ST,0,,,,,,,,"LINESTRING (-122.41285654433149 37.78743234528543, -122.4132816152742 37.787378687320896)"
4262000,COLIN P KELLY JR,ST,,BRANNAN ST,TOWNSEND ST,0,,,,,,,,"LINESTRING (-122.39129509913354 37.7824490201206, -122.38974034850908 37.78121576010871)"
4264201,COLLEGE,AVE,,MISSION ST,JUSTIN DR,0,,,,,,,,"LINESTRING (-122.42468934959157 37.73536493043777, -122.42462669861249 37.73526489044146, -122.42420171070832 37.73498463243358, -122.42407339374157 37.73486319743428, -122.42397854277132 37.73472778843847, -122.4239287177912 37.73462085244371, -122.42383911281176 37.73455843244231)"
4267101,COLLEGE,AVE,,BENTON AVE,JUSTIN DR,0,,,,,,,,"LINESTRING (-122.42357207704501 37.73288470756085, -122.423507253062 37.73282115956135, -122.42342997213032 37.73232999859619, -122.42347320313235 37.732256313605404)"
4264101,COLLEGE,AVE,,MISSION ST,JUSTIN DR,0,,,,,,,,"LINESTRING (-122.42468934959157 37.73536493043777, -122.4243702586483 37.73528656242097, -122.42428179767724 37.73515024742579, -122.42411885771402 37.73504279542276, -122.4239905387472 37.73492136042339, -122.42389568977703 37.73478595142766, -122.42383800079993 37.73466214243364, -122.42383911281176 37.73455843244231)"
4263000,COLLEGE,AVE,,SAINT MARY'S AVE,MISSION ST,0,,,,,,,,"LINESTRING (-122.42782559120117 37.734688958722, -122.42709015722285 37.73545215560553, -122.42491732256946 37.73526134546293, -122.42468934959157 37.73536493043777)"
4265201,COLLEGE,AVE,,JUSTIN DR,MURRAY ST,0,,,,,,,,"LINESTRING (-122.42383911281176 37.73455843244231, -122.4238786558145 37.734483561451334, -122.42374350893158 37.733644664510635, -122.4236810849487 37.73357749651162)"
4265101,COLLEGE,AVE,,JUSTIN DR,MURRAY ST,0,,,,,,,,"LINESTRING (-122.42383911281176 37.73455843244231, -122.42377252182986 37.7344875784433, -122.42363836294618 37.73365479750214, -122.4236810849487 37.73357749651162)"
4266101,COLLEGE,AVE,,MURRAY ST,BENTON AVE,0,,,,,,,,"LINESTRING (-122.4236810849487 37.73357749651162, -122.42360847196738 37.73350971251194, -122.42352182004389 37.732959006550985, -122.42357207704501 37.73288470756085)"
4266201,COLLEGE,AVE,,MURRAY ST,BENTON AVE,0,,,,,,,,"LINESTRING (-122.4236810849487 37.73357749651162, -122.42372671695053 37.73350219352116, -122.42362440103051 37.73294226955991, -122.42357207704501 37.73288470756085)"
4267201,COLLEGE,AVE,,BENTON AVE,JUSTIN DR,0,,,,,,,,"LINESTRING (-122.42357207704501 37.73288470756085, -122.42361210504835 37.73280419657037, -122.42353806811525 37.73232012660486, -122.42347320313235 37.732256313605404)"
4268000,COLLEGE,TER,,MISSION ST,END: 1-99 BLOCK,0,,,,,,,,"LINESTRING (-122.42577859155497 37.734273057607126, -122.42662076536503 37.7348285116227)"
4272000,COLLINGWOOD,ST,,20TH ST,21ST ST,0,,,,,,,,"LINESTRING (-122.43579477335946 37.757618155414555, -122.43562844956739 37.75603596553264)"
4270000,COLLINGWOOD,ST,COLLINGWOOD,,,15,true,,,,,,,"LINESTRING (-122.4361008919432 37.76081905317341, -122.43594348415208 37.759217720293734)"
4271000,COLLINGWOOD,ST,,19TH ST,20TH ST,15,true,,,,,,,"LINESTRING (-122.43594348415208 37.759217720293734, -122.43579477335946 37.757618155414555)"
4273000,COLLINGWOOD,ST,,21ST ST,22ND ST,0,,,,,,,,"LINESTRING (-122.43562844956739 37.75603596553264, -122.43553540370993 37.75492423661737, -122.43553241672775 37.75477442562952, -122.43553003474845 37.754598886643734, -122.43552298476132 37.75449643765166, -122.43553281076434 37.754457706655614, -122.43558911975926 37.75442892566207, -122.43587518271798 37.754416391683975, -122.43590285971767 37.754383714688686)"
4270000,COLLINGWOOD,ST,,18TH ST,19TH ST,15,true,,,,,,,"LINESTRING (-122.4361008919432 37.76081905317341, -122.43594348415208 37.759217720293734)"
4269000,COLLINGWOOD,ST,,MARKET ST,18TH ST,0,,,,,,,,"LINESTRING (-122.436228589772 37.7621326830746, -122.4361008919432 37.76081905317341)"
4271000,COLLINGWOOD,ST,COLLINGWOOD,,,15,true,,,,,,,"LINESTRING (-122.43594348415208 37.759217720293734, -122.43579477335946 37.757618155414555)"
4275000,COLLINS,ST,,EUCLID AVE,GEARY BLVD,0,,,,,,,,"LINESTRING (-122.45012246610776 37.78447595925178, -122.4501206691298 37.784288251267064, -122.45018944613605 37.7841457482838, -122.45036347313572 37.78392479331472, -122.4503956461521 37.783742347332044, -122.45007908138845 37.782111660442936)"
4274000,COLLINS,ST,,MAYFAIR DR,EUCLID AVE,0,,,,,,,,"LINESTRING (-122.4503780298837 37.78607819413878, -122.45027041795844 37.78557253717247, -122.45016516905105 37.78490990421923, -122.45012246610776 37.78447595925178)"
4276000,COLLINS,ST,,GEARY BLVD,ANZA ST,0,,,,,,,,"LINESTRING (-122.45007908138845 37.782111660442936, -122.44980422758778 37.78074706353498)"
4279000,COLON,AVE,,MONTECITO AVE,MONTEREY BLVD,0,,,,,,,,"LINESTRING (-122.45575258857954 37.7299471091474, -122.4558735915274 37.730242241131954, -122.45601805647789 37.73048415212254, -122.45624296540969 37.73078423911428, -122.45655444132481 37.731116140109606, -122.4565942813112 37.73118279410704)"
4281000,COLON,AVE,,MANGELS AVE,BRENTWOOD AVE,0,,,,,,,,"LINESTRING (-122.45686807512638 37.732429169024414, -122.45699148408781 37.73260392901902, -122.45713085505005 37.7327505400171, -122.45727424101696 37.73285157901923, -122.4574328199836 37.73293581702386, -122.45762830294282 37.733035989029844, -122.45783583989312 37.73319801403164, -122.45800242384446 37.73340404002682, -122.45821654075782 37.73387791500343)"
4280000,COLON,AVE,,MONTEREY BLVD,MANGELS AVE,0,,,,,,,,"LINESTRING (-122.4565942813112 37.73118279410704, -122.45676021617801 37.732121523041855, -122.45686807512638 37.732429169024414)"
4277000,COLON,AVE,,START: 1-99 BLOCK,GREENWOOD AVE,0,,,,,,,,"LINESTRING (-122.45558565677713 37.72845174925834, -122.4555898567322 37.728835310227076)"
4278000,COLON,AVE,,GREENWOOD AVE,MONTECITO AVE,0,,,,,,,,"LINESTRING (-122.4555898567322 37.728835310227076, -122.45559399368794 37.72921326519629, -122.4556392106386 37.72958211116918, -122.45572180759277 37.729872032151384, -122.45575258857954 37.7299471091474)"
4282000,COLONIAL,WAY,,SAN JOSE AVE,END: 1-99 BLOCK,0,,,,,,,,"LINESTRING (-122.44042590904193 37.72843435515539, -122.44122869288279 37.72877486418585, -122.44127318987073 37.72882167018523)"
4283000,COLTON,ST,,COLUSA PL,BRADY ST,0,,,,,,,,"LINESTRING (-122.41986847392512 37.77327606996308, -122.42038658489504 37.77286700403455)"
4284000,COLTON,ST,,BRADY ST,GOUGH ST,0,,,,,,,,"LINESTRING (-122.42038658489504 37.77286700403455, -122.42105485885641 37.77233897612685)"
4285000,COLUMBIA SQUARE,ST,,FOLSOM ST,HARRISON ST,0,,,,,,,,"LINESTRING (-122.40642312240436 37.77785159260437, -122.40488293877794 37.776615225593744)"
4293000,COLUMBUS,AVE,,GRANT AVE,VALLEJO ST,25,,,,,,,,"LINESTRING (-122.40706970995292 37.79814710998046, -122.40785627977206 37.79869191399314)"
4297000,COLUMBUS,AVE,,POWELL ST,FILBERT ST,25,,,,,,,,"LINESTRING (-122.41094052306292 37.80082803504284, -122.41136305396579 37.80112018604975)"
4292000,COLUMBUS,AVE,,BROADWAY,GRANT AVE,25,,,,,,,,"LINESTRING (-122.40665471604835 37.7978596649738, -122.40706970995292 37.79814710998046)"
4305000,COLUMBUS,AVE,,JONES ST,BAY ST,25,,,,,,,,"LINESTRING (-122.4168051277153 37.80488221413827, -122.41721297462145 37.80516470314483)"
4291000,COLUMBUS,AVE,,JACK KEROUAC ALY,BROADWAY,25,,,,,,,,"LINESTRING (-122.40621322114986 37.79755386296668, -122.40665471604835 37.7978596649738)"
4302000,COLUMBUS,AVE,,TAYLOR ST,HOUSTON ST,25,,,,,,,,"LINESTRING (-122.41486356716173 37.80353737810689, -122.4154326490309 37.80393156111605)"
4290000,COLUMBUS,AVE,,PACIFIC AVE,JACK KEROUAC ALY,25,,,,,,,,"LINESTRING (-122.40549972031391 37.79705964295518, -122.40621322114986 37.79755386296668)"
4286000,COLUMBUS,AVE,,WASHINGTON ST,ILS LN,25,,,,,,,,"LINESTRING (-122.40330372982021 37.79552688592083, -122.40405527464605 37.79605908993198)"
4304000,COLUMBUS,AVE,,FRANCISCO ST,JONES ST,25,,,,,,,,"LINESTRING (-122.41603820489163 37.804351000125834, -122.4168051277153 37.80488221413827)"
4295000,COLUMBUS,AVE,,GREEN ST,UNION ST,25,,,,,,,,"LINESTRING (-122.40900116150884 37.79948487301161, -122.4101933272347 37.800310553030826)"
4301000,COLUMBUS,AVE,,LOMBARD ST,TAYLOR ST,25,,,,,,,,"LINESTRING (-122.41370553242767 37.80273825508791, -122.41486356716173 37.80353737810689)"
4299000,COLUMBUS,AVE,,GREENWICH ST,MASON ST,25,,,,,,,,"LINESTRING (-122.41252806069808 37.801925689068675, -122.41289486861388 37.802178825074634)"
4303000,COLUMBUS,AVE,,HOUSTON ST,FRANCISCO ST,25,,,,,,,,"LINESTRING (-122.4154326490309 37.80393156111605, -122.41603820489163 37.804351000125834)"
4298000,COLUMBUS,AVE,,FILBERT ST,GREENWICH ST,25,,,,,,,,"LINESTRING (-122.41136305396579 37.80112018604975, -122.41252806069808 37.801925689068675)"
4300000,COLUMBUS,AVE,,MASON ST,LOMBARD ST,25,,,,,,,,"LINESTRING (-122.41289486861388 37.802178825074634, -122.41370553242767 37.80273825508791)"
4307000,COLUMBUS,AVE,,NORTH POINT ST,LEAVENWORTH ST,25,,,,,,,,"LINESTRING (-122.41836743935511 37.805972422162874, -122.4187686362645 37.80623630217049)"
4289000,COLUMBUS,AVE,,KEARNY ST,PACIFIC AVE,25,,,,,,,,"LINESTRING (-122.40527518136557 37.79690411095157, -122.40549972031391 37.79705964295518)"
4288000,COLUMBUS,AVE,,JACKSON ST,KEARNY ST,25,,,,,,,,"LINESTRING (-122.40439894456703 37.796297150937505, -122.40527518136557 37.79690411095157)"
4287000,COLUMBUS,AVE,,ILS LN,JACKSON ST,0,,,,,,,,"LINESTRING (-122.40405527464605 37.79605908993198, -122.40439894456703 37.796297150937505)"
4296000,COLUMBUS,AVE,,UNION ST,POWELL ST,25,,,,,,,,"LINESTRING (-122.4101933272347 37.800310553030826, -122.41094052306292 37.80082803504284)"
4308000,COLUMBUS,AVE,,LEAVENWORTH ST,BEACH ST,25,,,,,,,,"LINESTRING (-122.4187686362645 37.80623630217049, -122.41956402408299 37.806775165184405)"
4294000,COLUMBUS,AVE,,VALLEJO ST,GREEN ST,25,,,,,,,,"LINESTRING (-122.40785627977206 37.79869191399314, -122.40900116150884 37.79948487301161)"
4306000,COLUMBUS,AVE,,BAY ST,NORTH POINT ST,25,,,,,,,,"LINESTRING (-122.41721297462145 37.80516470314483, -122.41836743935511 37.805972422162874)"
4309000,COLUSA,PL,,COLTON ST,CHASE ST,0,,,,,,,,"LINESTRING (-122.41986847392512 37.77327606996308, -122.41959336199152 37.773057990960915)"
19763000,COMERFORD,ST,,START: 1-99 BLOCK,END: 1-99 BLOCK,0,,,,,,,,"LINESTRING (-122.42691668197243 37.746494492683, -122.42914132865626 37.74635468485673)"
4310000,COMMER,CT,,START: 1-99 BLOCK,GARLINGTON CT,0,,,,,,,,"LINESTRING (-122.3854254737626 37.73275207079278, -122.38539190477948 37.73264927079878, -122.3851394098185 37.73263814578135, -122.38489668186384 37.732560134770075, -122.38465436891775 37.73240707476507, -122.38448186195048 37.732347209757485)"
4311000,COMMERCIAL,ST,,BATTERY ST,SANSOME ST,0,,,,,,,,"LINESTRING (-122.40022615939151 37.79457029477466, -122.40139058123461 37.794421899871985)"
4315000,COMMERCIAL,ST,,KEARNY ST,GRANT AVE,0,,,,,,,,"LINESTRING (-122.4046973667872 37.794016433147085, -122.40620726458346 37.79382680627307)"
4314000,COMMERCIAL,ST,,MONTGOMERY ST,KEARNY ST,0,,,,,,,,"LINESTRING (-122.40303366801335 37.79421109100944, -122.4046973667872 37.794016433147085)"
4313000,COMMERCIAL,ST,,LEIDESDORFF ST,MONTGOMERY ST,0,,,,,,,,"LINESTRING (-122.40225131311875 37.79431080794406, -122.40303366801335 37.79421109100944)"
4312000,COMMERCIAL,ST,,SANSOME ST,LEIDESDORFF ST,0,,,,,,,,"LINESTRING (-122.40139058123461 37.794421899871985, -122.40225131311875 37.79431080794406)"
4316000,COMMONWEALTH,AVE,,CALIFORNIA ST,EUCLID AVE,0,,,,,,,,"LINESTRING (-122.45585189306411 37.78609976453709, -122.45569810533374 37.78397394870048)"
4317000,COMMONWEALTH,AVE,,EUCLID AVE,GEARY BLVD,0,,,,,,,,"LINESTRING (-122.45569810533374 37.78397394870048, -122.45551076465722 37.781426198896085)"
19069000,COMPTON,RD,,WASHINGTON BLVD,WASHINGTON BLVD,0,,,,,,,,"LINESTRING (-122.47216480465667 37.79448403304122, -122.47225962163128 37.79458055104025, -122.47242534357254 37.79487387702832, -122.47258098053419 37.79500392602904, -122.47274646450069 37.79507973803491, -122.47290741747456 37.79509831604513, -122.47308503244975 37.79508364905936, -122.47514852620034 37.794580881251456, -122.47562253814515 37.79444700429711, -122.47580002013146 37.79433674931916, -122.47584571713519 37.79424604332995)"
4322000,CONCORD,ST,,PRETOR WAY,HANOVER ST,0,,,,,,,,"LINESTRING (-122.44187836791657 37.710309129754805, -122.44161472403123 37.70965570878943)"
4320000,CONCORD,ST,,MORSE ST,BRUNSWICK ST,0,,,,,,,,"LINESTRING (-122.4425532056081 37.71211036765543, -122.44260726360793 37.712042043665015, -122.44214295380436 37.71093913072212)"
4321000,CONCORD,ST,,BRUNSWICK ST,PRETOR WAY,0,,,,,,,,"LINESTRING (-122.44214295380436 37.71093913072212, -122.44187836791657 37.710309129754805)"
4319000,CONCORD,ST,,CROSS ST,MORSE ST,0,,,,,,,,"LINESTRING (-122.4431050423777 37.71339429258977, -122.4425532056081 37.71211036765543)"
4318000,CONCORD,ST,,MISSION ST,CROSS ST,0,,,,,,,,"LINESTRING (-122.4433323982827 37.71392325256272, -122.4431050423777 37.71339429258977)"
4325000,CONCOURSE,DR,,SOUTH TEA GARDEN DR,CONCOURSE DR,0,,,,,,,,"LINESTRING (-122.46653990009715 37.77206196247111, -122.46678242908573 37.771848388506356, -122.46656736215536 37.771524331517284, -122.46654789016064 37.7715041665175, -122.46634448021535 37.77129352651997, -122.46622050225898 37.771076705528756, -122.46621422728738 37.770839680547724, -122.4662880542983 37.77065083156863, -122.46641872329624 37.77050012059058, -122.46700504225879 37.77006819466887, -122.46786038119686 37.76950148677789, -122.46795267218495 37.769485553785955)"
12984000,CONCOURSE,DR,,CONCOURSE DR,UNNAMED #136,0,,,,,,,,"LINESTRING (-122.46795267218495 37.769485553785955, -122.46790897120523 37.76936677579253, -122.46800425721017 37.76920181681301)"
